"","hotel_name","address","city_sector","miles_to_city_center","guest_rating_score","guest_rating_verbal","num_of_hotel_com_reviews","trip_advisor_rating","price_for_period_USD","checkin","checkout","q_adults","q_children","hotel_id","star_rating","hotel_coordinates","num_of_rooms","num_of_floors","rest","bar_lounge","gym","meeting_room","ac","wifi","laundry","pool","parking"
"840","London Marriott Hotel County Hall","London County Hall, Westminster Bridge Road, London, England, SE1 7PB, United Kingdom, 866-573-4235","South Bank",0.6,8.8,"Fabulous",437,"4.5","582","2019-10-01","2019-10-02",2,0,234896,5,"51.500817,-0.119251","206","6",1,1,1,1,1,1,1,1,1
"841","London Marriott Hotel Grosvenor Square","Grosvenor Square, London, England, W1K 6JP, United Kingdom, 866-573-4235","City of Westminster",1.1,8.2,"Very Good",399,"4","510","2019-10-01","2019-10-02",2,0,106311,5,"51.512836,-0.150782","225","6",1,1,1,1,1,1,1,1,1
"842","London Marriott Hotel Kensington","147 Cromwell Road, Kensington, London, England, SW5 0TH, United Kingdom, 866-573-4235","Earl's Court",2.8,8.4,"Very Good",207,"4","301","2019-10-01","2019-10-02",2,0,114200,4,"51.494627,-0.189249","217","7",1,0,1,1,1,1,1,0,1
"843","London Marriott Hotel Maida Vale","Plaza Parade, Maida Vale, London, England, NW6 5RP, United Kingdom, 866-573-4235","Maida Vale",3.3,8.8,"Fabulous",426,"4","258","2019-10-01","2019-10-02",2,0,171131,4,"51.535593,-0.190366","237","6",1,0,1,1,1,1,1,1,1
"844","London Marriott Hotel Marble Arch","134 George Street, London, England, W1H 5DN, United Kingdom, 866-573-4235","City of Westminster",1.7,8.4,"Very Good",347,"4","327","2019-10-01","2019-10-02",2,0,107642,4,"51.516372,-0.164073","240","12",1,1,1,1,1,1,1,1,1
"845","London Marriott Hotel Park Lane","140 Park Lane, London, England, W1K 7AA, United Kingdom, 866-573-4235","City of Westminster",1.4,8.6,"Fabulous",74,"4.5","550","2019-10-01","2019-10-02",2,0,203134,5,"51.51297,-0.158147","157",NA,1,1,0,1,1,1,1,1,0
"846","London Marriott Hotel Regents Park","128 King Henrys Road, London, England, NW3 3ST, United Kingdom, 866-573-4235","Primrose Hill",3,8.8,"Fabulous",679,"4","283","2019-10-01","2019-10-02",2,0,107002,4.5,"51.541848,-0.170764","311","7",1,1,1,1,1,1,1,1,1
"847","London Marriott Hotel Twickenham","Twickenham Rugby Stadium,198 Whitton Rd, Twickenham, England, TW2 7BA, United Kingdom, 866-573-4235","Richmond-upon-Thames",9.8,8.8,"Fabulous",309,"4","198","2019-10-01","2019-10-02",2,0,313923,4,"51.455106,-0.339483","156","3",1,1,1,1,1,1,1,1,1
"848","London No 1","298 Westhorne Avenue, London, England, SE12 9AE, United Kingdom, 866-573-4235","London",NA,NA,NA,NA,NA,"56","2019-10-01","2019-10-02",2,0,1213611040,3,"51.449257,0.027247","4",NA,0,0,0,0,0,1,0,0,0
"849","London Northwick Park by Riis Property","Anita House, 7 Northwick Avenue, Harrow, England, HA3 0AA, United Kingdom, 866-573-4235","Brent",NA,NA,NA,NA,NA,"122","2019-10-01","2019-10-02",2,0,1232976416,4.5,"51.579404,-0.321618","3",NA,0,0,0,0,0,1,0,0,1
"850","London Olympus Hotel Nirvana","35 Romford Road - Stratford - E15 4LY, London, England, E15 4LY, United Kingdom, 866-573-4235","Stratford",6.3,7.2,"Good",16,"3","82","2019-10-01","2019-10-02",2,0,387061760,2.5,"51.54255,0.00727","13",NA,0,0,0,0,0,1,0,0,1
"851","London Queen's - Hyde Park","26 Forset Street, London, England, W1H 5HB, United Kingdom, 866-573-4235","City of Westminster",1.7,8,"Very Good",NA,NA,"87","2019-10-01","2019-10-02",2,0,1240897760,3,"51.517019,-0.164962","5",NA,0,0,0,0,0,0,0,0,1
"852","London Queens - Arsenal","22 Lenton Terrace, Fonthill Road, Finsbury Park, London, England, N4 3JJ, United Kingdom, 866-573-4235","Islington",4.1,NA,NA,NA,NA,"132","2019-10-01","2019-10-02",2,0,924347968,3.5,"51.56559,-0.10958","24","10",0,0,0,0,0,0,0,0,1
"853","London Queens Apartments","138 Bronesbury Villas, London, England, NW6 6AE, United Kingdom, 866-573-4235","Queen's Park",3.7,8.2,"Very Good",32,"5","95","2019-10-01","2019-10-02",2,0,463546,3,"51.535055,-0.201013","12",NA,0,0,0,0,0,0,0,0,1
"854","London Shelton Hotel","60-62 Wightman Road, Finsbury Park, London, England, N4 1RU, United Kingdom, 866-573-4235","London",NA,4.8,"",66,"1.5","54","2019-10-01","2019-10-02",2,0,295642,2,"51.577729,-0.104201","22","3",1,0,0,0,0,1,0,0,0
"855","London Star Hotel","51-53 Steyne Road, Acton, London, England, W3 9NU, United Kingdom, 866-573-4235","Acton",6.2,7.2,"Good",98,"3.5","72","2019-10-01","2019-10-02",2,0,603648,3,"51.50951,-0.27223","21",NA,1,0,0,0,0,0,1,0,0
"856","London Stay Apartments","187 Rotherhithe New Road, London, England, SE16 2BE, United Kingdom, 866-573-4235","Bermondsey",3.4,7.6,"Good",98,"3.5","82","2019-10-01","2019-10-02",2,0,450113,3.5,"51.490786,-0.053638","30","3",0,0,0,0,0,1,1,0,0
"857","London Suites","230a Mile End Road, London, England, E1 4LJ, United Kingdom, 866-573-4235","Tower Hamlets",3.6,6.8,"Good",25,"2","86","2019-10-01","2019-10-02",2,0,612986,2.5,"51.521664,-0.046945",NA,NA,0,0,0,0,0,0,0,0,1
"858","London Town Hotel","15 Penywern Road, Earls Court, London, England, SW5 9TY, United Kingdom, 866-573-4235","Earl's Court",3,7.8,"Good",291,"4","141","2019-10-01","2019-10-02",2,0,284977,3,"51.490951,-0.193473","30","6",0,0,0,0,0,1,0,0,0
"859","London Villa - 43 Clanricarde Gardens","43 Clanricarde Gardens, London, England, W2 4JN, United Kingdom, 866-573-4235","Royal Borough of Kensington and Chelsea",2.8,NA,NA,NA,NA,"114","2019-10-01","2019-10-02",2,0,1044916416,3,"51.511234,-0.193381","3",NA,0,0,0,0,0,1,1,0,0
"860","London Visitors Hotel","42-44 Holland Road, Kensington, London, England, W14 8BB, United Kingdom, 866-573-4235","Kensington",3.5,8.2,"Very Good",194,"4","61","2019-10-01","2019-10-02",2,0,285719,2.5,"51.498102,-0.207893","28","4",0,0,0,0,0,1,0,0,0
"861","London Walthamstow Home","13 First Ave, London, England, E17 9QG, United Kingdom, 866-573-4235","Walthamstow",7,NA,NA,NA,NA,"61","2019-10-01","2019-10-02",2,0,1240643232,3,"51.582539,-0.017638","5",NA,0,0,0,0,0,1,1,0,0
"862","London Waterloo Hostel","73 Lambeth Walk, Lambeth, London, England, SE11 6DX, United Kingdom, 866-573-4235","London",1.1,6.6,"Good",108,"2.5","87","2019-10-01","2019-10-02",2,0,351784,2,"51.494393,-0.114552","102","2",0,0,0,0,0,1,0,0,1
"863","London Wembley International Hotel","Empire Way, Wembley, England, HA9 0NH, United Kingdom, 866-573-4235","Wembley Park",7.6,7,"Good",835,"3","72","2019-10-01","2019-10-02",2,0,205996,3,"51.560127,-0.283839","165","9",1,1,1,1,1,1,1,0,1
"864","Lord Jim Hotel","23-25 Penywern Road, Earls Court, London, England, SW5 9TT, United Kingdom, 866-573-4235","Earl's Court",3.1,6.6,"Good",606,"3.5","113","2019-10-01","2019-10-02",2,0,204535,2.5,"51.490771,-0.193744","50","6",0,0,0,0,0,1,1,0,0
"865","Lord Kensington Hotel","38 Trebovir Road, London, England, SW5 9NJ, United Kingdom, 866-573-4235","Earl's Court",3.1,7,"Good",64,"3.5","90","2019-10-01","2019-10-02",2,0,287633,3,"51.491483,-0.195324","23","5",0,0,0,0,0,1,0,0,0
"866","Lords Hotel","20-22 Leinster Square, Bayswater, London, England, W2 4PR, United Kingdom, 866-573-4235","Paddington",2.8,6.4,"Good",85,"2.5","70","2019-10-01","2019-10-02",2,0,339113,2,"51.51418,-0.191683","68","5",0,0,0,0,0,1,0,0,0
"867","Lovely 3 bed house close to central","221 The Vale, London, England, NW11 8TN, United Kingdom, 866-573-4235","Cricklewood",5.3,NA,NA,NA,NA,"246","2019-10-01","2019-10-02",2,0,1185059040,3.5,"51.563579,-0.213138","3",NA,0,1,0,0,0,1,0,0,1
"868","Lovely Friendly House Stay","W Drayton Rd, Uxbridge, England, UB8 3LD, United Kingdom, 866-573-4235","Uxbridge",NA,2,"",NA,NA,"67","2019-10-01","2019-10-02",2,0,1117548960,3,"51.522902,-0.44361","3",NA,0,0,0,0,0,1,0,0,1
"869","Lovely Studio Apartment Middle of City ","Aldersgate Street, London, England, EC1A 4JQ, United Kingdom, 866-573-4235","Barbican",1.6,3.6,"",5,NA,"141","2019-10-01","2019-10-02",2,0,698112256,3.5,"51.5209,-0.097808","2",NA,0,0,0,0,0,1,1,0,0
"870","Lucky 8 Hotel","21 -25 York Road, Ilford, England, IG1 3AD, United Kingdom, 866-573-4235","Ilford",NA,7.6,"Good",474,"4","50","2019-10-01","2019-10-02",2,0,555319,3,"51.559553,0.068393","38","2",0,0,0,1,0,1,0,0,1
"871","Luna-Simone Hotel","47/49 Belgrave Rd, Victoria, London, England, SW1V 2BB, United Kingdom, 866-573-4235","Victoria",1.3,8.8,"Fabulous",517,"4.5","156","2019-10-01","2019-10-02",2,0,285721,3,"51.490653,-0.138767","36","4",0,0,0,0,0,1,0,0,0
"872","Luxurious Air Conditioned Apt High Street Kensington","42 Hornton Street, London, ENG, W8 4NT, United Kingdom, 866-573-4235","Royal Borough of Kensington and Chelsea",2.9,NA,NA,NA,NA,"141","2019-10-01","2019-10-02",2,0,1229524480,3.5,"51.50242,-0.19441","11",NA,0,0,0,0,0,0,0,0,1
"873","Luxurious Apartment in Kensington","52A Warwick Gardens, London, England, W14 8PP, United Kingdom, 866-573-4235","Kensington",3.3,7.4,"Good",3,NA,"182","2019-10-01","2019-10-02",2,0,877785888,3,"51.49535,-0.20266",NA,NA,0,0,0,0,0,0,0,0,1
"874","Luxury Apartment in Kensington ","Cromwell Road, London, England, SW7 4XN, United Kingdom, 866-573-4235","Kensington",2.5,4,"",NA,NA,"240","2019-10-01","2019-10-02",2,0,1088110592,4,"51.49596,-0.183269","1",NA,0,0,0,0,0,1,0,0,0
"875","Luxury London Apartment 5-double rooms","36 Vincent Square, Wood Green, London, England, N22 6NB, United Kingdom, 866-573-4235","London",NA,NA,NA,NA,NA,"330","2019-10-01","2019-10-02",2,0,1136492000,4,"51.597505,-0.106256",NA,NA,0,0,0,0,0,0,0,0,1
"876","Luxury London. O2 Greenwich sleeps 8-10","Cyrus Field St, London, England, SE10 0TA, United Kingdom, 866-573-4235","London",5.8,NA,NA,NA,NA,"511","2019-10-01","2019-10-02",2,0,1230849216,3.5,"51.489892,0.004804","3",NA,0,0,0,0,0,1,0,0,1
"877","Luxury Private Apartment in Kensington ","5 Courtfield Gardens, London, England, SW5 0PA, United Kingdom, 866-573-4235","South Kensington",2.7,NA,NA,NA,NA,"261","2019-10-01","2019-10-02",2,0,1088106464,4,"51.491523,-0.184691","1",NA,0,0,0,0,1,1,0,0,0
"878","Luxury Studio Apart Piccadilly Circus","5 Panton St, London, England, SW1Y 4DL, United Kingdom, 866-573-4235","West End",0.2,5.6,"",4,NA,"218","2019-10-01","2019-10-02",2,0,1077327488,3.5,"51.50928,-0.131894","2",NA,0,0,0,0,0,1,0,0,1
"879","Lyndricks House","The Avenue, Ascot, England, SL5 7ND, United Kingdom, 866-573-4235","Ascot",NA,9,"Superb",8,"4.5","76","2019-10-01","2019-10-02",2,0,1048809248,3,"51.42414,-0.68072","15",NA,0,0,0,0,0,1,0,0,1
"880","Lynton Hotel","113 Ebury Street, London, England, SW1W 9QU, United Kingdom, 866-573-4235","Victoria",1.3,8,"Very Good",275,"4","152","2019-10-01","2019-10-02",2,0,543154,3,"51.493994,-0.149437","11",NA,0,0,0,0,0,1,0,0,0
"881","M-hotels Apartments","25 The Ridgeway, Golders Green, London, England, NW11 8TD, United Kingdom, 866-573-4235","London",NA,7.4,"Good",3,NA,"201","2019-10-01","2019-10-02",2,0,644578112,4,"51.57119,-0.200104","11",NA,0,0,0,0,0,1,0,0,1
"882","M by Montcalm Shoreditch London Tech City","151-157 City Road, Shoreditch, London, England, EC1V 1JS, United Kingdom, 866-573-4235","Hoxton",2.2,8.8,"Fabulous",923,"4.5","286","2019-10-01","2019-10-02",2,0,480679,5,"51.527535,-0.089007","269","17",1,1,0,1,1,1,1,1,1
"883","MacDonald","45-46 Argyle Square, Kings Cross, London, England, WC1H 8AL, United Kingdom, 866-573-4235","Kings Cross St. Pancras",1.5,7.2,"Good",144,"4","81","2019-10-01","2019-10-02",2,0,285723,2,"51.529128,-0.122822","30","4",0,0,0,0,0,1,0,0,0
"884","Macdonald Berystede Hotel","Bagshot Road, Sunninghill, Ascot, England, SL5 9JH, United Kingdom, 866-573-4235","Ascot",NA,7.6,"Good",175,"3.5","113","2019-10-01","2019-10-02",2,0,138673,4,"51.394536,-0.661578","120","3",1,1,1,1,1,1,1,1,1
"885","Macdonald Windsor Hotel","23 High Street, Windsor, England, SL4 1LH, United Kingdom, 866-573-4235","Windsor",NA,9,"Superb",561,"4.5","200","2019-10-01","2019-10-02",2,0,352314,4,"51.482248,-0.607323","120","5",1,1,0,1,1,1,1,0,1
"886","Maddox Street","10 Maddox Street, London, England, W1S 1PF, United Kingdom, 866-573-4235","West End",0.7,2.6,"",3,NA,"669","2019-10-01","2019-10-02",2,0,743643072,NA,"51.51351,-0.1418","5","3",0,0,0,0,0,1,0,0,0
"887","Made In Sud","14 The Broadway, Woking, England, GU21 5AP, United Kingdom, 866-573-4235","Woking",NA,6.8,"Good",36,"3.5","70","2019-10-01","2019-10-02",2,0,465901,3,"51.31939,-0.555577","8","3",1,1,0,0,1,1,0,0,0
"888","Magic Properties","94 North End Road, London, England, W14 9EX, United Kingdom, 866-573-4235","West Kensington",3.6,NA,NA,NA,NA,"143","2019-10-01","2019-10-02",2,0,715514784,3.5,"51.489809,-0.206332","2",NA,0,0,0,0,0,1,0,0,1
"889","Maida Vale Aparthotel","34a-36 Kilburn High Road, London, England, NW6 5UA, United Kingdom, 866-573-4235","Kilburn",3.4,7.8,"Good",75,"2.5","118","2019-10-01","2019-10-02",2,0,617637408,3.5,"51.53705,-0.19184","50",NA,0,0,0,0,0,1,0,0,0
"890","Maitrise Hotel Maida Vale","Kilburn High Road,53-59, London, England, NW6 5SB, United Kingdom, 866-573-4235","Maida Vale",3.4,7,"Good",464,"3.5","69","2019-10-01","2019-10-02",2,0,325230,4,"51.536661,-0.191882","107","4",1,1,1,1,1,1,0,0,1
"891","Maitrise Hotel Wembley","40 London Road, Wembley, England, HA9 7EX, United Kingdom, 866-573-4235","Wembley Park",7.8,4.8,"",48,"2","47","2019-10-01","2019-10-02",2,0,344637,2,"51.55181,-0.29432","30","3",0,1,0,0,1,0,0,0,0
"892","Malmaison London","18-21 Charterhouse Square, London, England, EC1M 6AH, United Kingdom, 866-573-4235","Barbican",1.5,8.6,"Fabulous",767,"4","278","2019-10-01","2019-10-02",2,0,216064,4,"51.52063,-0.10029","97",NA,1,1,1,1,1,1,1,0,0
"893","Mama Shelter London (Opening On September 1st 2019)","437 Hackney Road, London, England, E2 8PP, United Kingdom, 866-573-4235","Bethnal Green",3.3,7.4,"Good",683,NA,"131","2019-10-01","2019-10-02",2,0,268820,4,"51.531908,-0.062005","195","4",1,1,0,1,1,1,1,0,0
"894","Mandalay Picton House Hotel","122 Sussex Gardens, London, England, W2 1UB, United Kingdom, 866-573-4235","Paddington",2,7,"Good",297,"4","63","2019-10-01","2019-10-02",2,0,475376,2,"51.51492,-0.173204","18","5",0,0,0,0,0,0,0,0,0
"895","Manor Hotel","23 Nevern Place, London, England, SW5 9NR, United Kingdom, 866-573-4235","Earl's Court",3.1,7.4,"Good",57,"3.5","62","2019-10-01","2019-10-02",2,0,384189600,2.5,"51.49287,-0.1956","26","5",0,0,0,0,0,1,0,0,1
"896","Manor of Groves","High Wych, Sawbridgeworth, England, CM21 0JU, United Kingdom, 866-573-4235","Sawbridgeworth",NA,7.8,"Good",170,"3.5","70","2019-10-01","2019-10-02",2,0,136743,3,"51.813113,0.116491","80",NA,1,1,1,1,0,1,1,1,1
"897","Maranton House Hotel","14 Barkston Gardens, Earls Court, London, England, SW5 0EN, United Kingdom, 866-573-4235","Earl's Court",2.9,6.8,"Good",112,"3","73","2019-10-01","2019-10-02",2,0,226347,2.5,"51.492446,-0.190697","16","5",0,0,0,0,0,1,0,0,0
"898","Marble Apartments","Effra Court, Brixton Hill, London, England, SW2 1RB, United Kingdom, 866-573-4235","London",3.4,6.6,"Good",7,NA,"101","2019-10-01","2019-10-02",2,0,606702464,3.5,"51.45842,-0.11788","1",NA,0,1,0,0,0,0,1,0,1
"899","Marble Apartments Balham Penthouse","Apartment 9, Wallace Court, 280 Balham High Road, London, ENG, SW17 7AT, United Kingdom, 866-573-4235","London",NA,NA,NA,NA,NA,"122","2019-10-01","2019-10-02",2,0,1024943040,3.5,"51.43811,-0.1571",NA,NA,0,0,0,0,0,0,0,0,1
"900","Marble Apartments Balham Studio","Apartment 2, 80 Huron Road, Wandsworth, London, England, SW17 8RD, United Kingdom, 866-573-4235","London",NA,10,"Exceptional",2,NA,"101","2019-10-01","2019-10-02",2,0,996485856,3,"51.43614,-0.15262",NA,NA,0,0,0,0,0,0,0,0,1
"901","Marble Apartments Brixton Central","Flat 2, 18a Brighton Terrace, London, England, SW9, United Kingdom, 866-573-4235","London",3.2,6,"Good",4,NA,"101","2019-10-01","2019-10-02",2,0,963503968,3,"51.46195,-0.11725",NA,NA,0,0,0,0,0,0,0,0,1
"902","Marble Apartments Tooting House","28 Fishponds Road, Wandsworth, London, England, SW17 7LQ, United Kingdom, 866-573-4235","London",5.3,NA,NA,NA,NA,"194","2019-10-01","2019-10-02",2,0,1226201728,3,"51.4338,-0.16558",NA,NA,0,0,0,0,0,0,0,0,1
"903","Marble Arch Inn Hotel","49/50 Upper Berkeley Street, Marble Arch, London, England, W1H 5QR, United Kingdom, 866-573-4235","City of Westminster",1.5,7.6,"Good",266,"3","98","2019-10-01","2019-10-02",2,0,282705,2,"51.515226,-0.161572","29","5",0,0,0,0,0,1,0,0,1
"904","Marlin Aldgate Tower Bridge","58 Commercial Road, London, England, E1 1LP, United Kingdom, 866-573-4235","Whitechapel",2.7,8,"Very Good",98,"4","177","2019-10-01","2019-10-02",2,0,528698,4,"51.514894,-0.067142","97",NA,0,0,0,0,0,1,1,0,1
"905","Marlin Apartments London Bridge - Empire Square","34 Long Lane, London, England, SE1 4NH, United Kingdom, 866-573-4235","Bermondsey",1.6,7.4,"Good",118,"4","222","2019-10-01","2019-10-02",2,0,530586,4.5,"51.501039,-0.091031","162",NA,0,0,0,0,0,1,1,0,1
"906","Marlin Canary Wharf","9 Byng Street, London, England, E14 8GG, United Kingdom, 866-573-4235","Canary Wharf",4.4,7.2,"Good",64,"4","263","2019-10-01","2019-10-02",2,0,530588,4,"51.50053,-0.025445","81",NA,0,0,0,0,0,1,1,0,1
"907","Marlin Limehouse","577 Commercial Road, London, England, E1 0HJ, United Kingdom, 866-573-4235","Tower Hamlets",3.7,8,"Very Good",78,"4","159","2019-10-01","2019-10-02",2,0,530677,4,"51.513193,-0.043209","81",NA,0,0,0,0,0,1,1,0,0
"908","Marlin Queen Street","30 Queen Street, London, England, EC4R 1BR, United Kingdom, 866-573-4235","The City of London",1.5,7.6,"Good",129,"4","293","2019-10-01","2019-10-02",2,0,530589,4,"51.511721,-0.092848","92",NA,0,0,0,0,0,1,1,0,0
"909","Marlin Stratford","2 Millstone Close, Windmill Lane, London, England, E15 1PE, United Kingdom, 866-573-4235","Stratford",6.1,6.6,"Good",64,"3.5","173","2019-10-01","2019-10-02",2,0,528697,4,"51.545056,0.001367","111",NA,0,0,0,0,0,1,0,0,1
"910","Marlin Waterloo","111 Westminster Bridge Road, London, England, SE1 7HR, United Kingdom, 866-573-4235","London",0.9,8.8,"Fabulous",1490,"4.5","262","2019-10-01","2019-10-02",2,0,698180,4,"51.49916,-0.11322","236","11",0,1,1,1,1,1,1,0,0
"911","Martel Guest House","27 The Ridgeway, Golders Green, London, England, NW11 8QP, United Kingdom, 866-573-4235","London",NA,9,"Superb",12,"4.5","100","2019-10-01","2019-10-02",2,0,57953504,3,"51.57168,-0.20128","9",NA,0,0,0,0,0,0,0,0,1
"912","Marygreen Manor Hotel","London Road, Brentwood, England, CM14 4NS, United Kingdom, 866-573-4235","Brentwood",NA,8.6,"Fabulous",233,"4.5","109","2019-10-01","2019-10-02",2,0,216452,4,"51.613105,0.278238","44","2",1,1,1,1,0,1,1,0,1
"913","Marylebone Apartments","18 Cosway Street, London, England, NW1 5NR, United Kingdom, 866-573-4235","Marylebone",1.9,7.8,"Good",123,"4","128","2019-10-01","2019-10-02",2,0,553793,4,"51.521744,-0.166088","6",NA,0,0,0,0,0,1,1,0,0
"914","Masslink Guest House","70 Massetts Road, Horley, England, RH6 7ED, United Kingdom, 866-573-4235","Horley",NA,8.4,"Very Good",60,"4","60","2019-10-01","2019-10-02",2,0,344295,2,"51.169781,-0.172712","8","2",0,0,0,0,0,1,0,0,1
"915","Mayfair Guesthouse","41 Curzon Street, Mayfair, London, England, W1J 7UB, United Kingdom, 866-573-4235","Mayfair",0.8,6.6,"Good",6,"2.5","146","2019-10-01","2019-10-02",2,0,716251712,3,"51.50673,-0.14709","7",NA,0,0,0,0,1,0,0,0,0
"916","Mayfair Holiday Apartment","11-13 Pollen St, London, England, W1S 1NH, United Kingdom, 866-573-4235","Mayfair",0.7,4,"",NA,NA,"766","2019-10-01","2019-10-02",2,0,1190328128,3,"51.51332,-0.142462",NA,NA,0,0,0,0,0,0,0,0,1
"917","Mayflower Hotel and Apartments","26-28 Trebovir Road, London, England, SW5 9NJ, United Kingdom, 866-573-4235","Earl's Court",3.1,7.6,"Good",692,"3","119","2019-10-01","2019-10-02",2,0,174409,4,"51.491739,-0.194907","48","4",0,0,0,0,0,1,0,0,1
"918","MD Luxury Apartment","Maryland St, London, England, E15 1BY, United Kingdom, 866-573-4235","Stratford",6.4,10,"Exceptional",NA,NA,"253","2019-10-01","2019-10-02",2,0,1178329792,4,"51.5478,0.005122",NA,NA,0,0,0,0,0,0,0,0,1
"919","Me Gusta Downtown Apartment London","Agar Grove, Camden, London, England, NW1 9TY, United Kingdom, 866-573-4235","Camden Town",2.4,NA,NA,NA,NA,"158","2019-10-01","2019-10-02",2,0,1128989920,4,"51.541662,-0.135671",NA,NA,0,0,0,0,0,0,0,0,1
"920","ME London","336-337 The Strand, London, England, WC2R 1HA, United Kingdom, 866-573-4235","Temple",0.5,9.2,"Superb",308,"4.5","390","2019-10-01","2019-10-02",2,0,401722,5,"51.511732,-0.118256","157","10",1,1,1,1,1,1,1,0,1
"921","Megaro Apartments","7 Argyle Square, London, England, WC1H 8AS, United Kingdom, 866-573-4235","Kings Cross St. Pancras",1.5,NA,NA,NA,NA,"320","2019-10-01","2019-10-02",2,0,1226999488,3,"51.529504,-0.122123",NA,NA,0,0,0,0,0,0,0,0,1
"922","Megaro Hotel","Belgrove Street, London, England, WC1H 8AB, United Kingdom, 866-573-4235","Kings Cross St. Pancras",1.6,8.8,"Fabulous",616,"4.5","273","2019-10-01","2019-10-02",2,0,317515,4,"51.53,-0.12394","49","6",1,1,0,1,1,1,1,0,0
"923","Melandre Hotel by Saba","75 SHEPHERDS BUSH ROAD, London, England, W6 7LS, United Kingdom, 866-573-4235","Hammersmith",4.1,7,"Good",35,"2.5","73","2019-10-01","2019-10-02",2,0,660626208,3.5,"51.49927,-0.22198","10",NA,0,0,0,0,0,1,0,0,0
"924","Melbourne House","79 Belgrave Road, Pimlico, London, England, SW1V 2BG, United Kingdom, 866-573-4235","Victoria",1.3,8.4,"Very Good",247,"4","124","2019-10-01","2019-10-02",2,0,282696,3,"51.490029,-0.13744","16","4",0,0,0,0,0,1,0,0,0
"925","Melbourne Lodge","Brocket Park, Lemsford, Welwyn Garden City, England, AL8 7XH, United Kingdom, 866-573-4235","Welwyn Garden City",NA,8,"Very Good",7,"4.5","188","2019-10-01","2019-10-02",2,0,774139904,4.5,"51.80389,-0.24246","16",NA,1,1,0,1,0,0,1,0,1
"926","Melia White House Hotel","Albany Street, Regent's Park, London, England, NW1 3UP, United Kingdom, 866-573-4235","Marylebone",1.4,8,"Very Good",668,"4","1","2019-10-01","2019-10-02",2,0,105992,4,"51.524751,-0.143892","581",NA,1,1,0,1,1,1,1,0,0
"927","Melville hotel","38-39 Argyle Square, London, England, WC1G 8Hl, United Kingdom, 866-573-4235","Kings Cross St. Pancras",1.5,6.2,"Good",81,"3","111","2019-10-01","2019-10-02",2,0,451425,3,"51.52903,-0.122716","37",NA,0,0,0,1,0,1,0,0,1
"928","Mentone Hotel","54-56 Cartwright Gardens, London, England, WC1H 9EL, United Kingdom, 866-573-4235","Bloomsbury",1.3,7.4,"Good",612,"3.5","139","2019-10-01","2019-10-02",2,0,285729,3,"51.52624,-0.12669","43","5",0,0,0,0,0,1,0,0,0
"929","Mercure Box Hill Burford Bridge Hotel","At the Foot of Box Hill, Dorking, England, RH5 6BX, United Kingdom, 866-573-4235","Dorking",NA,8.2,"Very Good",80,"4","147","2019-10-01","2019-10-02",2,0,138687,4,"51.25508,-0.32201","57","2",1,1,0,1,1,1,1,1,1
"930","Mercure London Bloomsbury","130-134 Southampton Row, London, England, WC1B 5AF, United Kingdom, 866-573-4235","Bloomsbury",0.9,7.8,"Good",370,"4","277","2019-10-01","2019-10-02",2,0,132189,4,"51.520856,-0.123262","108","7",1,1,0,1,1,1,1,0,0
"931","Mercure London Bridge","71-79 Southwark Street, London, England, SE1 0JA, United Kingdom, 866-573-4235","Bermondsey",1.2,9,"Superb",386,"4","253","2019-10-01","2019-10-02",2,0,184441,4,"51.50551,-0.099167","144","8",1,1,1,1,1,1,1,0,1
"932","Mercure London Heathrow Hotel","Shepiston Lane, Hayes, England, UB3 1LP, United Kingdom, 866-573-4235","Hayes",13,7,"Good",491,"3.5","62","2019-10-01","2019-10-02",2,0,137878,4,"51.494669,-0.43068","184","2",1,1,1,1,1,1,1,0,1
"933","Mercure London Hyde Park Hotel","8-14 Talbot Square, Paddington, London, England, W2 1TS, United Kingdom, 866-573-4235","Paddington",2.1,8.4,"Very Good",267,"4.5","253","2019-10-01","2019-10-02",2,0,148373,4,"51.515021,-0.174604","72","7",0,1,1,1,1,1,1,0,0
"934","Mercure London Kensington","1a Lexham Gardens, Kensington, London, England, W8 5JJ, United Kingdom, 866-573-4235","Earl's Court",2.8,7,"Good",131,"3.5","202","2019-10-01","2019-10-02",2,0,202184,4,"51.494846,-0.19049","82","6",1,1,0,1,1,1,1,0,1
"935","Mercure London Paddington","144 Praed Street, Paddington, London, England, W2 1HU, United Kingdom, 866-573-4235","Paddington",2.1,7.4,"Good",456,"3.5","228","2019-10-01","2019-10-02",2,0,163518,4,"51.51605,-0.174778","86","5",1,1,1,1,1,1,1,0,0
"936","Mercure London Staines-upon-Thames Hotel","Thames Street, Staines, England, TW18 4SJ, United Kingdom, 866-573-4235","Staines",17,7,"Good",127,"3.5","111","2019-10-01","2019-10-02",2,0,276819,3,"51.43183,-0.5114","88","3",1,1,0,1,0,1,1,0,1
"937","Mercure London Watford Hotel","A41 Watford-by-pass, Watford, England, WD25 8JH, United Kingdom, 866-573-4235","Watford",NA,6.4,"Good",659,"3","81","2019-10-01","2019-10-02",2,0,139089,4,"51.65725,-0.34948","218","5",1,1,1,1,0,1,1,1,1
"938","Mercure St Albans The Noke","Watford Road, St Albans, England, AL2 3DS, United Kingdom, 866-573-4235","St Albans",NA,7.6,"Good",232,"3.5","87","2019-10-01","2019-10-02",2,0,143167,4,"51.720673,-0.364883","110",NA,1,1,1,1,0,1,1,1,1
