"","hotel_name","address","city_sector","miles_to_city_center","guest_rating_score","guest_rating_verbal","num_of_hotel_com_reviews","trip_advisor_rating","price_for_period_USD","checkin","checkout","q_adults","q_children","hotel_id","star_rating","hotel_coordinates","num_of_rooms","num_of_floors","rest","bar_lounge","gym","meeting_room","ac","wifi","laundry","pool","parking"
"498","La Reserve Hotel","422-428 Fulham Road, London, England, SW6 1DU, United Kingdom, 866-573-4235","Hammersmith and Fulham",3.3,6,"Good",200,"2.5","86","2019-10-25","2019-10-26",2,0,202415,3,"51.480144,-0.191196","43","3",1,1,0,1,0,1,1,0,1
"499","La Suite West - Hyde Park","41 - 51 Inverness Terrace, London, England, W2 3JN, United Kingdom, 866-573-4235","Paddington",2.6,8,"Very Good",337,"3.5","161","2019-10-25","2019-10-26",2,0,418396,4,"51.512649,-0.186534","79","5",1,0,1,0,1,1,1,0,0
"500","Lamington Apartments","109 Hammersmith Grove, London, England, W6 0NQ, United Kingdom, 866-573-4235","Hammersmith",4.3,8.8,"Fabulous",97,"4.5","252","2019-10-25","2019-10-26",2,0,443058,3.5,"51.498032,-0.227484","30",NA,0,0,0,0,0,1,0,0,0
"501","Lampton Guest House","47 Lampton Rd, Hounslow, England, TW3 1JG, United Kingdom, 866-573-4235","Hounslow",11,7.6,"Good",70,"3.5","101","2019-10-25","2019-10-26",2,0,596335,3,"51.470299,-0.366902","6",NA,0,0,0,0,0,1,0,0,1
"502","Lancaster Court Hotel","202-204 Sussex Gardens, London, England, W2 3UA, United Kingdom, 866-573-4235","Paddington",2.1,6.6,"Good",203,"2.5","150","2019-10-25","2019-10-26",2,0,324424,2.5,"51.513996,-0.175415","40","3",1,0,0,0,0,1,0,0,0
"503","Lancaster Gate Hotel","66-71 Lancaster Gate, London, England, W2 3NA, United Kingdom, 866-573-4235","Paddington",2.3,8,"Very Good",1801,"3.5","167","2019-10-25","2019-10-26",2,0,231848,3,"51.511307,-0.181941","196","8",1,1,0,1,1,1,1,0,0
"504","Lansbury Heritage Hotel","117 Poplar High Street, London, England, e14 0ae, United Kingdom, 866-573-4235","Canary Wharf",4.8,9.2,"Superb",463,"4.5","506","2019-10-25","2019-10-26",2,0,689717,4.5,"51.50901,-0.0155","29","4",1,1,1,1,1,1,0,0,0
"505","Lansdowne Hotel Croydon","1 Lansdowne Road, Croydon, England, CR9 2BN, United Kingdom, 866-573-4235","Croydon",9.1,6.6,"Good",134,"3.5","100","2019-10-25","2019-10-26",2,0,369218,3,"51.376499,-0.097356","42","4",0,0,0,1,0,1,1,0,1
"506","Le Meridien Piccadilly","21 Piccadilly, London, England, W1J 0BH, United Kingdom, 866-573-4235","West End",0.4,7.8,"Good",369,"3.5","656","2019-10-25","2019-10-26",2,0,117617,5,"51.509283,-0.136136","280","6",1,1,1,1,1,1,1,1,0
"507","Leigh House Hotel","1 Leigh Street, London, England, WC1H 9EW, United Kingdom, 866-573-4235","Bloomsbury",1.3,6.4,"Good",90,"3","167","2019-10-25","2019-10-26",2,0,378554,3,"51.526251,-0.125867","14","4",0,0,0,0,0,1,0,0,0
"508","Leman Locke ","15 Leman St, London, England, E1 8EN, United Kingdom, 866-573-4235","Whitechapel",2.5,9.4,"Exceptional",672,"4.5","383","2019-10-25","2019-10-26",2,0,627465,4,"51.514109,-0.070819","168","22",1,1,1,1,1,1,1,0,0
"509","Leonardo London Heathrow Airport","Bath Road, West Drayton, England, UB7 0DP, United Kingdom, 866-573-4235","West Drayton",14,8.2,"Very Good",2384,"4","132","2019-10-25","2019-10-26",2,0,189097,4,"51.48158,-0.457494","230","4",1,1,1,1,1,1,1,0,1
"510","Leonardo Royal London City","8-14 Cooper's Row, London, England, EC3N 2BQ, United Kingdom, 866-573-4235","The City of London",2.2,8.2,"Very Good",645,"4","501","2019-10-25","2019-10-26",2,0,191355,4,"51.510654,-0.076958","307","12",1,1,1,1,1,1,1,1,0
"511","Leonardo Royal London St Paul’s","10 Godliman Street, London, England, EC4V 5AJ, United Kingdom, 866-573-4235","The City of London",1.3,8.2,"Very Good",873,"3.5","455","2019-10-25","2019-10-26",2,0,275564,5,"51.51267,-0.099156","460","7",1,1,1,1,1,1,1,1,0
"512","Leonardo Royal London Tower Bridge","45 Prescot Street, London, England, E1 8GP, United Kingdom, 866-573-4235","Whitechapel",2.5,8.6,"Fabulous",478,"4","469","2019-10-25","2019-10-26",2,0,379048,4,"51.511687,-0.070848","370","14",1,1,1,1,1,1,1,1,0
"513","Library","112 St Martin’s Lane, Covent Garden, London, England, WC2N 4BD, United Kingdom, 866-573-4235","West End",0.2,7.4,"Good",128,"3.5","400","2019-10-25","2019-10-26",2,0,438139,4,"51.509901,-0.12696","5","7",1,1,0,1,1,1,0,0,1
"514","Lidos","43-45 Belgrave Road, Victoria, London, England, SW1 2BB, United Kingdom, 866-573-4235","Victoria",1.3,7.8,"Good",268,"3.5","227","2019-10-25","2019-10-26",2,0,285709,3,"51.4907,-0.13884","39",NA,0,0,0,0,0,1,0,0,0
"515","Lincoln Tower Serviced Apartments","3 Lincoln Plaza, Tower Hamlets, London, England, E14 9BN, United Kingdom, 866-573-4235","Canary Wharf",4.7,5.8,"",25,"3","152","2019-10-25","2019-10-26",2,0,696464,3.5,"51.498127,-0.018922","5",NA,0,0,0,0,0,0,0,0,1
"516","Little Venice London Apartment","9 Downfield Close, Westminster, London, England, W9 2JB, United Kingdom, 866-573-4235","Little Venice",2.9,4.6,"",3,NA,"55","2019-10-25","2019-10-26",2,0,1115638336,2.5,"51.52355,-0.19069","3",NA,0,0,0,0,0,0,1,0,1
"517","London Bridge Apartment","131 Arnold Estate, Druid Street, London, England, SE1 2DT, United Kingdom, 866-573-4235","Newington",1.5,7.2,"Good",15,NA,"142","2019-10-25","2019-10-26",2,0,755259264,4,"51.50151,-0.09478",NA,NA,0,0,0,0,0,0,0,0,1
"518","London City Airport Hotel","74 Albert Road, North Woolwich, London, England, E16 2DY, United Kingdom, 866-573-4235","Newham",8.3,8.6,"Fabulous",23,"3.5","431","2019-10-25","2019-10-26",2,0,937981856,3.5,"51.50024,0.06567","47","4",1,1,0,1,1,1,0,0,1
"519","London Continental Hotel","88 Gloucester Place, London, England, W1U 6HR, United Kingdom, 866-573-4235","Marylebone",1.6,4.8,"",150,"1.5","147","2019-10-25","2019-10-26",2,0,575675,2,"51.519766,-0.158618","25",NA,0,0,0,0,0,1,0,0,0
"520","London Elizabeth Hotel","Lancaster Terrace, Hyde Park, London, England, W2 3PF, United Kingdom, 866-573-4235","Paddington",2.1,5.8,"",672,"3.5","243","2019-10-25","2019-10-26",2,0,228481,4,"51.512096,-0.176068","49","6",1,1,0,1,0,0,1,0,1
"521","London Guest House","167 Horn Lane, Acton, London, England, W3 6PP, United Kingdom, 866-573-4235","Acton",6.1,8,"Very Good",44,"4","94","2019-10-25","2019-10-26",2,0,443788,3,"51.513924,-0.269495","18","5",0,0,0,0,0,1,0,0,1
"522","London Heathrow Marriott Hotel","Bath Road, Heathrow Airport, Hayes, England, UB3 5AN, United Kingdom, 866-573-4235","Harlington",14,8.4,"Very Good",793,"4","279","2019-10-25","2019-10-26",2,0,235666,4,"51.480839,-0.437828","393","5",1,1,1,1,1,1,1,1,1
"523","London Hilton on Park Lane","22 Park Lane, London, England, W1K 1BE, United Kingdom, 866-573-4235","Mayfair",NA,7.8,"Good",263,"4","680","2019-10-25","2019-10-26",2,0,113142,5,"51.505419,-0.150606","453","28",1,1,1,1,1,1,1,0,1
"524","London Hotel Paddington","32 Sussex Gardens, London, England, W2 1UL, United Kingdom, 866-573-4235","Paddington",1.9,5.8,"",132,"2","109","2019-10-25","2019-10-26",2,0,334605,2.5,"51.517609,-0.168736","15","3",0,0,0,0,0,1,0,0,1
"525","London House Hotel","81 Kensington Gardens Square, Bayswater, London, England, W2 4DJ, United Kingdom, 866-573-4235","Paddington",2.7,8.2,"Very Good",1010,"4","145","2019-10-25","2019-10-26",2,0,189129,3,"51.513976,-0.189675","103","6",0,0,0,0,1,1,0,0,0
"526","London Lodge Hotel","134-136 Lexham Gardens, London, England, W8 6JG, United Kingdom, 866-573-4235","Kensington",3,8.2,"Very Good",339,"4","160","2019-10-25","2019-10-26",2,0,200874,3,"51.495596,-0.195044","28","6",1,1,0,1,1,1,1,0,0
"527","London Luxury Townhouse","5 Carlisle Street, London, England, W1D 3BJ, United Kingdom, 866-573-4235","Soho",0.6,9.4,"Exceptional",6,NA,"581","2019-10-25","2019-10-26",2,0,1039925024,5,"51.51481,-0.13362","3",NA,0,0,0,0,1,1,1,0,0
"528","London Marriott Hotel County Hall","London County Hall, Westminster Bridge Road, London, England, SE1 7PB, United Kingdom, 866-573-4235","South Bank",0.6,8.8,"Fabulous",437,"4.5","986","2019-10-25","2019-10-26",2,0,234896,5,"51.500817,-0.119251","206","6",1,1,1,1,1,1,1,1,1
"529","London Marriott Hotel Grosvenor Square","Grosvenor Square, London, England, W1K 6JP, United Kingdom, 866-573-4235","City of Westminster",1.1,8.2,"Very Good",399,"4","567","2019-10-25","2019-10-26",2,0,106311,5,"51.512836,-0.150782","225","6",1,1,1,1,1,1,1,1,1
"530","London Marriott Hotel Kensington","147 Cromwell Road, Kensington, London, England, SW5 0TH, United Kingdom, 866-573-4235","Earl's Court",2.8,8.4,"Very Good",207,"4","482","2019-10-25","2019-10-26",2,0,114200,4,"51.494627,-0.189249","217","7",1,0,1,1,1,1,1,0,1
"531","London Marriott Hotel Maida Vale","Plaza Parade, Maida Vale, London, England, NW6 5RP, United Kingdom, 866-573-4235","Maida Vale",3.3,8.8,"Fabulous",426,"4","356","2019-10-25","2019-10-26",2,0,171131,4,"51.535593,-0.190366","237","6",1,0,1,1,1,1,1,1,1
"532","London Marriott Hotel Marble Arch","134 George Street, London, England, W1H 5DN, United Kingdom, 866-573-4235","City of Westminster",1.7,8.4,"Very Good",347,"4","581","2019-10-25","2019-10-26",2,0,107642,4,"51.516372,-0.164073","240","12",1,1,1,1,1,1,1,1,1
"533","London Marriott Hotel Park Lane","140 Park Lane, London, England, W1K 7AA, United Kingdom, 866-573-4235","City of Westminster",1.4,8.6,"Fabulous",74,"4.5","973","2019-10-25","2019-10-26",2,0,203134,5,"51.51297,-0.158147","157",NA,1,1,0,1,1,1,1,1,0
"534","London Marriott Hotel Regents Park","128 King Henrys Road, London, England, NW3 3ST, United Kingdom, 866-573-4235","Primrose Hill",3,8.8,"Fabulous",679,"4","348","2019-10-25","2019-10-26",2,0,107002,4.5,"51.541848,-0.170764","311","7",1,1,1,1,1,1,1,1,1
"535","London Marriott Hotel Twickenham","Twickenham Rugby Stadium,198 Whitton Rd, Twickenham, England, TW2 7BA, United Kingdom, 866-573-4235","Richmond-upon-Thames",9.8,8.8,"Fabulous",309,"4","283","2019-10-25","2019-10-26",2,0,313923,4,"51.455106,-0.339483","156","3",1,1,1,1,1,1,1,1,1
"536","London Queens Apartments","138 Bronesbury Villas, London, England, NW6 6AE, United Kingdom, 866-573-4235","Queen's Park",3.7,8.2,"Very Good",32,"5","122","2019-10-25","2019-10-26",2,0,463546,3,"51.535055,-0.201013","12",NA,0,0,0,0,0,0,0,0,1
"537","London Star Hotel","51-53 Steyne Road, Acton, London, England, W3 9NU, United Kingdom, 866-573-4235","Acton",6.2,7.2,"Good",98,"3.5","86","2019-10-25","2019-10-26",2,0,603648,3,"51.50951,-0.27223","21",NA,1,0,0,0,0,0,1,0,0
"538","London Stay Apartments","187 Rotherhithe New Road, London, England, SE16 2BE, United Kingdom, 866-573-4235","Bermondsey",3.4,7.6,"Good",98,"3.5","101","2019-10-25","2019-10-26",2,0,450113,3.5,"51.490786,-0.053638","30","3",0,0,0,0,0,1,1,0,0
"539","London Suites","230a Mile End Road, London, England, E1 4LJ, United Kingdom, 866-573-4235","Tower Hamlets",3.6,6.8,"Good",25,"2","100","2019-10-25","2019-10-26",2,0,612986,2.5,"51.521664,-0.046945",NA,NA,0,0,0,0,0,0,0,0,1
"540","London Town Hotel","15 Penywern Road, Earls Court, London, England, SW5 9TY, United Kingdom, 866-573-4235","Earl's Court",3,7.8,"Good",291,"4","176","2019-10-25","2019-10-26",2,0,284977,3,"51.490951,-0.193473","30","6",0,0,0,0,0,1,0,0,0
"541","London Villa - 43 Clanricarde Gardens","43 Clanricarde Gardens, London, England, W2 4JN, United Kingdom, 866-573-4235","Royal Borough of Kensington and Chelsea",2.8,NA,NA,NA,NA,"114","2019-10-25","2019-10-26",2,0,1044916416,3,"51.511234,-0.193381","3",NA,0,0,0,0,0,1,1,0,0
"542","London Visitors Hotel","42-44 Holland Road, Kensington, London, England, W14 8BB, United Kingdom, 866-573-4235","Kensington",3.5,8.2,"Very Good",194,"4","152","2019-10-25","2019-10-26",2,0,285719,2.5,"51.498102,-0.207893","28","4",0,0,0,0,0,1,0,0,0
"543","London Wembley International Hotel","Empire Way, Wembley, England, HA9 0NH, United Kingdom, 866-573-4235","Wembley Park",7.6,7,"Good",835,"3","76","2019-10-25","2019-10-26",2,0,205996,3,"51.560127,-0.283839","165","9",1,1,1,1,1,1,1,0,1
"544","Lord Jim Hotel","23-25 Penywern Road, Earls Court, London, England, SW5 9TT, United Kingdom, 866-573-4235","Earl's Court",3.1,6.6,"Good",606,"3.5","161","2019-10-25","2019-10-26",2,0,204535,2.5,"51.490771,-0.193744","50","6",0,0,0,0,0,1,1,0,0
"545","Lord Kensington Hotel","38 Trebovir Road, London, England, SW5 9NJ, United Kingdom, 866-573-4235","Earl's Court",3.1,7,"Good",64,"3.5","181","2019-10-25","2019-10-26",2,0,287633,3,"51.491483,-0.195324","23","5",0,0,0,0,0,1,0,0,0
"546","Lords Hotel","20-22 Leinster Square, Bayswater, London, England, W2 4PR, United Kingdom, 866-573-4235","Paddington",2.8,6.4,"Good",85,"2.5","161","2019-10-25","2019-10-26",2,0,339113,2,"51.51418,-0.191683","68","5",0,0,0,0,0,1,0,0,0
"547","Lovely Studio Apartment Middle of City ","Aldersgate Street, London, England, EC1A 4JQ, United Kingdom, 866-573-4235","Barbican",1.6,3.6,"",5,NA,"161","2019-10-25","2019-10-26",2,0,698112256,3.5,"51.5209,-0.097808","2",NA,0,0,0,0,0,1,1,0,0
"548","Luna-Simone Hotel","47/49 Belgrave Rd, Victoria, London, England, SW1V 2BB, United Kingdom, 866-573-4235","Victoria",1.3,8.8,"Fabulous",517,"4.5","167","2019-10-25","2019-10-26",2,0,285721,3,"51.490653,-0.138767","36","4",0,0,0,0,0,1,0,0,0
"549","Luxury Studio Apart Piccadilly Circus","5 Panton St, London, England, SW1Y 4DL, United Kingdom, 866-573-4235","West End",0.2,5.6,"",4,NA,"242","2019-10-25","2019-10-26",2,0,1077327488,3.5,"51.50928,-0.131894","2",NA,0,0,0,0,0,1,0,0,1
"550","Lynton Hotel","113 Ebury Street, London, England, SW1W 9QU, United Kingdom, 866-573-4235","Victoria",1.3,8,"Very Good",275,"4","162","2019-10-25","2019-10-26",2,0,543154,3,"51.493994,-0.149437","11",NA,0,0,0,0,0,1,0,0,0
"551","M by Montcalm Shoreditch London Tech City","151-157 City Road, Shoreditch, London, England, EC1V 1JS, United Kingdom, 866-573-4235","Hoxton",2.2,8.8,"Fabulous",923,"4.5","405","2019-10-25","2019-10-26",2,0,480679,5,"51.527535,-0.089007","269","17",1,1,0,1,1,1,1,1,1
"552","MacDonald","45-46 Argyle Square, Kings Cross, London, England, WC1H 8AL, United Kingdom, 866-573-4235","Kings Cross St. Pancras",1.5,7.2,"Good",144,"4","136","2019-10-25","2019-10-26",2,0,285723,2,"51.529128,-0.122822","30","4",0,0,0,0,0,1,0,0,0
"553","Maida Vale Aparthotel","34a-36 Kilburn High Road, London, England, NW6 5UA, United Kingdom, 866-573-4235","Kilburn",3.4,7.8,"Good",75,"2.5","131","2019-10-25","2019-10-26",2,0,617637408,3.5,"51.53705,-0.19184","50",NA,0,0,0,0,0,1,0,0,0
"554","Maitrise Hotel Maida Vale","Kilburn High Road,53-59, London, England, NW6 5SB, United Kingdom, 866-573-4235","Maida Vale",3.4,7,"Good",464,"3.5","100","2019-10-25","2019-10-26",2,0,325230,4,"51.536661,-0.191882","107","4",1,1,1,1,1,1,0,0,1
"555","Maitrise Hotel Wembley","40 London Road, Wembley, England, HA9 7EX, United Kingdom, 866-573-4235","Wembley Park",7.8,4.8,"",48,"2","122","2019-10-25","2019-10-26",2,0,344637,2,"51.55181,-0.29432","30","3",0,1,0,0,1,0,0,0,0
"556","Malmaison London","18-21 Charterhouse Square, London, England, EC1M 6AH, United Kingdom, 866-573-4235","Barbican",1.5,8.6,"Fabulous",767,"4","154","2019-10-25","2019-10-26",2,0,216064,4,"51.52063,-0.10029","97",NA,1,1,1,1,1,1,1,0,0
"557","Mama Shelter London (Opening On September 1st 2019)","437 Hackney Road, London, England, E2 8PP, United Kingdom, 866-573-4235","Bethnal Green",3.3,7.4,"Good",683,NA,"171","2019-10-25","2019-10-26",2,0,268820,4,"51.531908,-0.062005","195","4",1,1,0,1,1,1,1,0,0
"558","Mandalay Picton House Hotel","122 Sussex Gardens, London, England, W2 1UB, United Kingdom, 866-573-4235","Paddington",2,7,"Good",297,"4","80","2019-10-25","2019-10-26",2,0,475376,2,"51.51492,-0.173204","18","5",0,0,0,0,0,0,0,0,0
"559","Maranton House Hotel","14 Barkston Gardens, Earls Court, London, England, SW5 0EN, United Kingdom, 866-573-4235","Earl's Court",2.9,6.8,"Good",112,"3","118","2019-10-25","2019-10-26",2,0,226347,2.5,"51.492446,-0.190697","16","5",0,0,0,0,0,1,0,0,0
"560","Marble Apartments","Effra Court, Brixton Hill, London, England, SW2 1RB, United Kingdom, 866-573-4235","London",3.4,6.6,"Good",7,NA,"122","2019-10-25","2019-10-26",2,0,606702464,3.5,"51.45842,-0.11788","1",NA,0,1,0,0,0,0,1,0,1
"561","Marlin Aldgate Tower Bridge","58 Commercial Road, London, England, E1 1LP, United Kingdom, 866-573-4235","Whitechapel",2.7,8,"Very Good",98,"4","145","2019-10-25","2019-10-26",2,0,528698,4,"51.514894,-0.067142","97",NA,0,0,0,0,0,1,1,0,1
"562","Marlin Apartments London Bridge - Empire Square","34 Long Lane, London, England, SE1 4NH, United Kingdom, 866-573-4235","Bermondsey",1.6,7.4,"Good",118,"4","303","2019-10-25","2019-10-26",2,0,530586,4.5,"51.501039,-0.091031","162",NA,0,0,0,0,0,1,1,0,1
"563","Marlin Canary Wharf","9 Byng Street, London, England, E14 8GG, United Kingdom, 866-573-4235","Canary Wharf",4.4,7.2,"Good",64,"4","147","2019-10-25","2019-10-26",2,0,530588,4,"51.50053,-0.025445","81",NA,0,0,0,0,0,1,1,0,1
"564","Marlin Limehouse","577 Commercial Road, London, England, E1 0HJ, United Kingdom, 866-573-4235","Tower Hamlets",3.7,8,"Very Good",78,"4","105","2019-10-25","2019-10-26",2,0,530677,4,"51.513193,-0.043209","81",NA,0,0,0,0,0,1,1,0,0
"565","Marlin Queen Street","30 Queen Street, London, England, EC4R 1BR, United Kingdom, 866-573-4235","The City of London",1.5,7.6,"Good",129,"4","334","2019-10-25","2019-10-26",2,0,530589,4,"51.511721,-0.092848","92",NA,0,0,0,0,0,1,1,0,0
"566","Marlin Stratford","2 Millstone Close, Windmill Lane, London, England, E15 1PE, United Kingdom, 866-573-4235","Stratford",6.1,6.6,"Good",64,"3.5","319","2019-10-25","2019-10-26",2,0,528697,4,"51.545056,0.001367","111",NA,0,0,0,0,0,1,0,0,1
"567","Marlin Waterloo","111 Westminster Bridge Road, London, England, SE1 7HR, United Kingdom, 866-573-4235","London",0.9,8.8,"Fabulous",1490,"4.5","394","2019-10-25","2019-10-26",2,0,698180,4,"51.49916,-0.11322","236","11",0,1,1,1,1,1,1,0,0
"568","Mayfair Guesthouse","41 Curzon Street, Mayfair, London, England, W1J 7UB, United Kingdom, 866-573-4235","Mayfair",0.8,6.6,"Good",6,"2.5","195","2019-10-25","2019-10-26",2,0,716251712,3,"51.50673,-0.14709","7",NA,0,0,0,0,1,0,0,0,0
"569","Mayfair Piccadilly Apartment","100 Piccadilly, Westminster, London, England, W1J 7NH, United Kingdom, 866-573-4235","Mayfair",0.8,7.4,"Good",3,NA,"392","2019-10-25","2019-10-26",2,0,827571872,3.5,"51.50552,-0.1455",NA,NA,0,0,0,0,0,0,0,0,1
"570","Mayflower Hotel and Apartments","26-28 Trebovir Road, London, England, SW5 9NJ, United Kingdom, 866-573-4235","Earl's Court",3.1,7.6,"Good",692,"3","114","2019-10-25","2019-10-26",2,0,174409,4,"51.491739,-0.194907","48","4",0,0,0,0,0,1,0,0,1
"571","Me Gusta Downtown Apartment London","Agar Grove, Camden, London, England, NW1 9TY, United Kingdom, 866-573-4235","Camden Town",2.4,NA,NA,NA,NA,"175","2019-10-25","2019-10-26",2,0,1128989920,4,"51.541662,-0.135671",NA,NA,0,0,0,0,0,0,0,0,1
"572","ME London","336-337 The Strand, London, England, WC2R 1HA, United Kingdom, 866-573-4235","Temple",0.5,9.2,"Superb",308,"4.5","668","2019-10-25","2019-10-26",2,0,401722,5,"51.511732,-0.118256","157","10",1,1,1,1,1,1,1,0,1
"573","Megaro Hotel","Belgrove Street, London, England, WC1H 8AB, United Kingdom, 866-573-4235","Kings Cross St. Pancras",1.6,8.8,"Fabulous",616,"4.5","434","2019-10-25","2019-10-26",2,0,317515,4,"51.53,-0.12394","49","6",1,1,0,1,1,1,1,0,0
"574","Melandre Hotel by Saba","75 SHEPHERDS BUSH ROAD, London, England, W6 7LS, United Kingdom, 866-573-4235","Hammersmith",4.1,7,"Good",35,"2.5","75","2019-10-25","2019-10-26",2,0,660626208,3.5,"51.49927,-0.22198","10",NA,0,0,0,0,0,1,0,0,0
"575","Melbourne House","79 Belgrave Road, Pimlico, London, England, SW1V 2BG, United Kingdom, 866-573-4235","Victoria",1.3,8.4,"Very Good",247,"4","186","2019-10-25","2019-10-26",2,0,282696,3,"51.490029,-0.13744","16","4",0,0,0,0,0,1,0,0,0
"576","Melia White House Hotel","Albany Street, Regent's Park, London, England, NW1 3UP, United Kingdom, 866-573-4235","Marylebone",1.4,8,"Very Good",668,"4","1","2019-10-25","2019-10-26",2,0,105992,4,"51.524751,-0.143892","581",NA,1,1,0,1,1,1,1,0,0
"577","Melville hotel","38-39 Argyle Square, London, England, WC1G 8Hl, United Kingdom, 866-573-4235","Kings Cross St. Pancras",1.5,6.2,"Good",81,"3","183","2019-10-25","2019-10-26",2,0,451425,3,"51.52903,-0.122716","37",NA,0,0,0,1,0,1,0,0,1
"578","Mentone Hotel","54-56 Cartwright Gardens, London, England, WC1H 9EL, United Kingdom, 866-573-4235","Bloomsbury",1.3,7.4,"Good",612,"3.5","258","2019-10-25","2019-10-26",2,0,285729,3,"51.52624,-0.12669","43","5",0,0,0,0,0,1,0,0,0
"579","Mercure London Bloomsbury","130-134 Southampton Row, London, England, WC1B 5AF, United Kingdom, 866-573-4235","Bloomsbury",0.9,7.8,"Good",371,"4","330","2019-10-25","2019-10-26",2,0,132189,4,"51.520856,-0.123262","108","7",1,1,0,1,1,1,1,0,0
"580","Mercure London Bridge","71-79 Southwark Street, London, England, SE1 0JA, United Kingdom, 866-573-4235","Bermondsey",1.2,9,"Superb",386,"4","340","2019-10-25","2019-10-26",2,0,184441,4,"51.50551,-0.099167","144","8",1,1,1,1,1,1,1,0,1
"581","Mercure London Heathrow Hotel","Shepiston Lane, Hayes, England, UB3 1LP, United Kingdom, 866-573-4235","Hayes",13,7,"Good",491,"3.5","144","2019-10-25","2019-10-26",2,0,137878,4,"51.494669,-0.43068","184","2",1,1,1,1,1,1,1,0,1
"582","Mercure London Hyde Park Hotel","8-14 Talbot Square, Paddington, London, England, W2 1TS, United Kingdom, 866-573-4235","Paddington",2.1,8.4,"Very Good",267,"4.5","405","2019-10-25","2019-10-26",2,0,148373,4,"51.515021,-0.174604","72","7",0,1,1,1,1,1,1,0,0
"583","Mercure London Kensington","1a Lexham Gardens, Kensington, London, England, W8 5JJ, United Kingdom, 866-573-4235","Earl's Court",2.8,7,"Good",131,"3.5","314","2019-10-25","2019-10-26",2,0,202184,4,"51.494846,-0.19049","82","6",1,1,0,1,1,1,1,0,1
"584","Mercure London Paddington","144 Praed Street, Paddington, London, England, W2 1HU, United Kingdom, 866-573-4235","Paddington",2.1,7.4,"Good",456,"3.5","374","2019-10-25","2019-10-26",2,0,163518,4,"51.51605,-0.174778","86","5",1,1,1,1,1,1,1,0,0
"585","Mercure London Staines-upon-Thames Hotel","Thames Street, Staines, England, TW18 4SJ, United Kingdom, 866-573-4235","Staines",17,7,"Good",127,"3.5","151","2019-10-25","2019-10-26",2,0,276819,3,"51.43183,-0.5114","88","3",1,1,0,1,0,1,1,0,1
"586","Merlyn Court Hotel","2 Barkston Gardens, London, England, SW5 0EN, United Kingdom, 866-573-4235","Earl's Court",2.9,7.6,"Good",272,"4","101","2019-10-25","2019-10-26",2,0,285731,2,"51.492712,-0.190265","18","4",0,0,0,0,0,0,0,0,0
"587","Mermaid Suite Hotel","3-4 Blenheim Street, London, England, W1S 1LA, United Kingdom, 866-573-4235","Mayfair",0.9,6.8,"Good",75,"3","195","2019-10-25","2019-10-26",2,0,384189888,3,"51.51404,-0.14686","32",NA,1,0,0,0,0,1,0,0,0
"588","Millenium Apartments","30 Rivington Street, London, England, EC2A 3DZ, United Kingdom, 866-573-4235","Shoreditch",2.3,6.8,"Good",419,NA,"194","2019-10-25","2019-10-26",2,0,779098080,3.5,"51.52596,-0.08199","20",NA,0,0,0,0,1,1,0,0,0
"589","Millennium Gloucester Hotel London Kensington","4-18 Harrington Gardens, London, England, SW7 4LH, United Kingdom, 866-573-4235","South Kensington",2.6,7.6,"Good",1791,"3.5","257","2019-10-25","2019-10-26",2,0,105996,4,"51.493228,-0.182924","610","8",1,1,1,1,1,1,1,0,1
"590","Millennium Hotel London Knightsbridge","17 Sloane Street, Knightsbridge, London, England, SW1X 9NU, United Kingdom, 866-573-4235","Knightsbridge",1.5,7.4,"Good",297,"4","342","2019-10-25","2019-10-26",2,0,117116,4,"51.49995,-0.159786","222","14",1,1,0,1,1,1,1,0,1
"591","Millharbour Residences","45 Millharbour, London, England, E14 9TR, United Kingdom, 866-573-4235","Canary Wharf",4.7,8.6,"Fabulous",31,NA,"430","2019-10-25","2019-10-26",2,0,887102912,4,"51.49714,-0.01889","20",NA,0,0,0,0,0,1,0,0,1
"592","Mimi's Hotel Soho","56-57 Frith Street, London, England, W1D 3JG, United Kingdom, 866-573-4235","Soho",0.5,8.4,"Very Good",859,"4","137","2019-10-25","2019-10-26",2,0,646472,3.5,"51.51403,-0.13204","58","4",0,1,0,0,1,1,0,0,0
"593","Mina House Hotel","21-23 Craven Road, Paddington, London, England, W2 3BU, United Kingdom, 866-573-4235","Paddington",2.2,7,"Good",179,"3","132","2019-10-25","2019-10-26",2,0,285165,2,"51.514163,-0.178139","28","4",0,0,0,0,0,1,0,0,0
"594","Mitre House Hotel","178-186 Sussex Gardens, London, England, W2 1TU, United Kingdom, 866-573-4235","Paddington",2.1,7.6,"Good",1311,"3.5","164","2019-10-25","2019-10-26",2,0,483463,3,"51.514481,-0.174323","69","6",1,1,0,0,0,1,0,0,1
"595","mk hotel london","317 Putney Bridge Road, London, England, SW15 2PN, United Kingdom, 866-573-4235","Putney",4.7,8.2,"Very Good",156,"4","102","2019-10-25","2019-10-26",2,0,406179,2.5,"51.464424,-0.213397","29","2",0,0,0,0,1,1,0,0,0
"596","Mondrian Apartments","105 Seven Sisters Road, London, England, N7 7QP, United Kingdom, 866-573-4235","Holloway",3.7,7,"Good",176,NA,"167","2019-10-25","2019-10-26",2,0,782640672,3.5,"51.56082,-0.11424","12",NA,0,0,0,0,1,1,0,0,0
